time,value,flags,version,timeseries_id
2023-12-02 00:00:00+00:00,5.679,1,000001.000001.00000000000000,19956
2023-12-02 01:00:00+00:00,3.923,1,000001.000001.00000000000000,19956
2023-12-02 02:00:00+00:00,6.216,1,000001.000001.00000000000000,19956
2023-12-02 03:00:00+00:00,6.881,1,000001.000001.00000000000000,19956
2023-12-02 04:00:00+00:00,4.407,1,000001.000001.00000000000000,19956
2023-12-02 05:00:00+00:00,4.327,1,000001.000001.00000000000000,19956
2023-12-02 06:00:00+00:00,7.452,1,000001.000001.00000000000000,19956
2023-12-02 07:00:00+00:00,9.465,1,000001.000001.00000000000000,19956
2023-12-02 08:00:00+00:00,7.748,1,000001.000001.00000000000000,19956
2023-12-02 09:00:00+00:00,10.689,1,000001.000001.00000000000000,19956
2023-12-02 10:00:00+00:00,9.049,1,000001.000001.00000000000000,19956
2023-12-02 11:00:00+00:00,6.82,1,000001.000001.00000000000000,19956
2023-12-02 12:00:00+00:00,8.088,1,000001.000001.00000000000000,19956
2023-12-02 13:00:00+00:00,11.603,1,000001.000001.00000000000000,19956
2023-12-02 14:00:00+00:00,9.706,1,000001.000001.00000000000000,19956
2023-12-02 15:00:00+00:00,9.205,1,000001.000001.00000000000000,19956
2023-12-02 16:00:00+00:00,11.13,1,000001.000001.00000000000000,19956
2023-12-02 17:00:00+00:00,11.098,1,000001.000001.00000000000000,19956
2023-12-02 18:00:00+00:00,13.713,1,000001.000001.00000000000000,19956
2023-12-02 19:00:00+00:00,17.777,1,000001.000001.00000000000000,19956
2023-12-02 20:00:00+00:00,18.343,1,000001.000001.00000000000000,19956
2023-12-02 21:00:00+00:00,22.932,1,000001.000001.00000000000000,19956
2023-12-02 22:00:00+00:00,14.049,1,000001.000001.00000000000000,19956
2023-12-02 23:00:00+00:00,21.095,1,000001.000001.00000000000000,19956
